budget_millions,runtime_minutes,genre_primary,sequel_number,director_avg_gross,lead_actor_avg_gross,studio_tier,release_month,is_holiday_release,mpaa_rating,num_theaters_opening,marketing_spend_millions,critic_score_pre_release,social_media_buzz_index,plot_summary,worldwide_gross_millions
39.0,122,7,0,57.5,4.2,1,12,1,0,2511,23.9,88,46.3,Neighbors in a charming apartment building find romance through shared misadventures. A chance encounter at a Paris bookshop changes two lives forever. Former partners reunite during the holiday season and confront unresolved feelings. Strong character development elevates the story above familiar territory. The film delivers an enjoyable blend of tension and emotional resonance. Two strangers fall in love during an unexpected summer on the coast. Childhood friends rediscover each other years later in a small seaside village. Two strangers fall in love during an unexpected summer on the coast. The film delivers an enjoyable blend of tension and emotional resonance.,35.0
48.6,144,0,0,82.0,35.0,0,11,1,3,1950,20.0,56,23.7,A battle-hardened warrior leads a desperate mission into enemy territory. Explosive combat sequences unfold across a post-apocalyptic wasteland. A former soldier is pulled back into action when an old enemy resurfaces. A squad of fighters defends a besieged city against overwhelming forces. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A rogue operative pursues a weapons dealer across three continents. Massive action sequences and explosive confrontations define this blockbuster spectacle. A sweeping score accompanies the visually stunning world-building. A battle-hardened warrior leads a desperate mission into enemy territory.,50.7
23.8,121,3,0,35.3,48.8,2,8,0,0,1876,16.3,41,32.6,Understated performances convey deep emotion through restraint and silence. A student conducting research in a remote cabin awakens something underground. An intimate character study unfolds at a contemplative and deliberate pace. A group of college students discovers an ancient evil beneath an abandoned asylum. Understated performances convey deep emotion through restraint and silence. An intimate character study unfolds at a contemplative and deliberate pace. The avant-garde visual style creates a meditative atmosphere throughout.,26.6
21.8,127,7,0,23.7,91.2,1,3,0,3,2225,16.4,57,35.1,"Former partners reunite during the holiday season and confront unresolved feelings. A couple separated by circumstance must decide if love is worth the distance. An intimate character study unfolds at a contemplative and deliberate pace. Two strangers fall in love during an unexpected summer on the coast. A couple separated by circumstance must decide if love is worth the distance. Neighbors in a charming apartment building find romance through shared misadventures. The experimental narrative challenges conventional storytelling in subtle ways. A couple separated by circumstance must decide if love is worth the distance. The quiet, introspective approach emphasizes mood over spectacle.",23.8
20.4,83,4,0,139.9,6.1,0,7,1,2,1633,8.3,48,9.2,"The experimental narrative challenges conventional storytelling in subtle ways. An astronaut stranded on an alien world must find a way to survive and return home. A space station crew faces a mysterious threat that picks them off one by one. In a dystopian future, an android questions the nature of its own existence. An astronaut stranded on an alien world must find a way to survive and return home. A crew aboard a deep-space vessel encounters an alien signal that defies explanation.",21.5
9.4,133,3,0,53.4,59.8,0,9,0,1,2356,3.9,25,28.8,"An investigator probing mysterious disappearances becomes the next target. A group of college students discovers an ancient evil beneath an abandoned asylum. The quiet, introspective approach emphasizes mood over spectacle. The avant-garde visual style creates a meditative atmosphere throughout. A couple on a secluded vacation discovers they are being watched. A student conducting research in a remote cabin awakens something underground. An investigator probing mysterious disappearances becomes the next target. Strange occurrences in a cursed village point to a terrifying supernatural force. A couple on a secluded vacation discovers they are being watched. A haunted artifact passes between victims, each confronting their deepest fears.",25.8
46.8,102,2,1,58.5,23.4,1,9,0,2,2651,22.7,82,23.2,The saga continues as A family confronts long-buried secrets that threaten to tear them apart. An immigrant family navigates the challenges of building a new life. A survivor returns to a small town to face the trauma of the past. The quiet dissolution of a marriage is examined from both perspectives. An artist must choose between personal ambition and the people who depend on her. A couple grapples with a devastating diagnosis that changes everything. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. An artist must choose between personal ambition and the people who depend on her. An immigrant family navigates the challenges of building a new life.,28.5
23.0,130,1,0,110.8,291.5,1,6,1,1,1420,9.7,41,12.7,An office worker gets tangled in a series of escalating misunderstandings. The avant-garde visual style creates a meditative atmosphere throughout. Two rival neighbors compete in an absurd contest that spirals out of control. A family road trip goes hilariously wrong at every possible turn. A couple navigates the awkward world of meeting each other's parents. A raw and unflinching look at ordinary life in extraordinary circumstances. A couple navigates the awkward world of meeting each other's parents. An office worker gets tangled in a series of escalating misunderstandings.,27.5
40.1,109,2,1,63.0,21.3,1,7,1,2,3028,24.5,40,55.3,"Once again, A family confronts long-buried secrets that threaten to tear them apart. The engaging story balances humor and heart with well-crafted pacing. An artist must choose between personal ambition and the people who depend on her. The quiet dissolution of a marriage is examined from both perspectives. The engaging story balances humor and heart with well-crafted pacing. Intriguing twists keep the audience invested from beginning to end.",36.0
38.5,109,1,0,13.4,52.0,2,11,1,2,2198,19.6,64,124.6,A small-town festival becomes the backdrop for a series of slapstick mishaps. The avant-garde visual style creates a meditative atmosphere throughout. An office worker gets tangled in a series of escalating misunderstandings. A hapless roommate tries to impress a date while everything falls apart. A group of misfit friends accidentally ruins the most important wedding of the year. An intimate character study unfolds at a contemplative and deliberate pace. A hapless roommate tries to impress a date while everything falls apart. Understated performances convey deep emotion through restraint and silence.,27.9
